open,high,low,close,Volume,timestamp,volume,sma_5,sma_10,sma_20,sma_50,ema_5,ema_10,ema_20,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_width,bb_position,price_change,high_low_ratio,close_open_ratio,volatility,volume_sma,volume_ratio,local_high,local_low,trend_strength,resistance,support,support_resistance_ratio,momentum_5,momentum_10,momentum_20
1772.778,1772.778,1772.325,1772.348,0.0136899997887667,1970-01-01 00:00:00.025630628,0.0136899997887667,1764.6754,1751.0670999999998,1732.9625,1724.586,1761.6757045095146,1753.4430162065803,1742.5157026093063,62.3024849267518,11.755665806018442,7.951913556319871,3.8037522496985705,1732.9625,1788.146553808477,1677.7784461915232,110.3681076169537,0.8568558059968933,0.011339962053666941,1.0002555964622741,0.9997574428383024,0.005765609694760599,0.07644599954655859,0.17908065654147093,False,False,0.03444335170880179,1773.598,1680.315,0.9865999163834782,0.007950554150212064,0.025958246141110974,0.03444335170880186
1773.128,1773.168,1772.938,1773.085,0.0641099990461953,1970-01-01 00:00:00.025630629,0.0641099990461953,1765.8028,1756.0211,1737.5838500000002,1726.2885999999999,1765.4788030103193,1757.014414273212,1745.4448466644508,63.36738667528355,12.628025607688414,8.887146645067725,3.7408789626206893,1737.5838500000002,1789.7213116194139,1685.4463883805865,104.27492323882734,0.8404572153813945,0.00041583255658594886,1.0001297281687231,0.9999757490716971,0.0055716141542087845,0.07797299952653701,0.8222076800364255,False,False,0.05499453190357594,1773.598,1680.315,0.9945006056837803,0.003189344184383325,0.028743084746844394,0.05499453190357584
1784.998,1785.398,1784.325,1785.398,0.120069999393309,1970-01-01 00:00:00.025630630,0.120069999393309,1768.5228,1762.2074,1742.8315000000002,1728.0736,1772.118535344841,1762.175217896509,1749.2709242888002,71.39250480409729,14.132579421728678,9.936242783248188,4.19633663848049,1742.8315000000002,1791.7838591066388,1693.8791408933616,97.90471821327719,0.9347747562816343,0.006944393528792947,1.0006013478486262,1.0002240898869355,0.005608918368216539,0.0820059995472548,1.4641611596249169,True,False,0.06245548054235633,1785.398,1690.925,1.0,0.007675818575255233,0.0358930918142073,0.06245548054235628
1761.608,1762.258,1761.595,1761.878,0.127369998474023,1970-01-01 00:00:00.025630701,0.127369998474023,1769.0367999999999,1764.9054,1746.3661499999998,1729.2124000000001,1768.705023561641,1762.1211769795004,1750.4775947915416,65.47866613571668,13.302845077809252,10.60956816249112,2.6932769153181315,1746.3661499999998,1789.4770648044173,1703.2552351955824,86.22182960883492,0.6799062960084836,-0.013173533296217399,1.0003763634660634,1.0001532690587236,0.007559822992784002,0.0861469992887578,1.478519269685634,False,True,0.04180086743910334,1785.398,1716.245,0.6598846037048288,0.0014608016333694795,0.015551346534493637,0.04180086743910327
1776.985,1778.285,1776.975,1778.255,0.117139998241328,1970-01-01 00:00:00.025630702,0.117139998241328,1774.1928,1768.0361,1749.4261499999998,1730.78794,1771.8883490420803,1765.0546570598647,1753.1350104166193,67.57563583975173,13.788378054697432,11.245333857622802,2.5430441970746305,1749.4261499999998,1792.4649339109899,1706.3873660890097,86.07756782198021,0.8349171070867407,0.009295195240533127,1.0007372078954404,1.000714693708726,0.007778793782866954,0.09663999913173033,1.2121274761359844,False,False,0.035642422636432754,1785.398,1716.245,0.8967073012016861,0.014710623546698276,0.01792096845469926,0.03564242263643269
1776.648,1776.978,1776.568,1776.758,0.022509999704198,1970-01-01 00:00:00.025630703,0.022509999704198,1775.0747999999999,1769.8751,1752.4442999999999,1732.5791399999998,1773.511566028389,1767.1825718471157,1755.394008678095,68.74845856264045,13.893420332713049,11.774953629569374,2.1184667031436746,1752.4442999999999,1794.1762489832058,1710.712351016794,83.46389796641188,0.7913079857567237,-0.0008418365195093092,1.0002307820471832,1.0000619143465672,0.007628570345237192,0.08505799931372172,0.26464294817438344,False,False,0.03516847811838188,1785.398,1719.878,0.86813186813187,0.0024882246601682922,0.010458561575279024,0.03516847811838186
1775.468,1775.468,1775.108,1775.108,0.0030999999726191,1970-01-01 00:00:00.025630705,0.0030999999726191,1775.4794000000002,1770.6411,1754.07795,1734.0613400000002,1774.0437106856662,1768.6235777622433,1757.2784676411422,67.96305197383535,13.6870743606014,12.157379206599732,1.5296951540016686,1754.07795,1796.7084799618908,1711.4474200381094,85.26105992378143,0.7466548037146092,-0.0009286577012739272,1.0002028045617506,0.9997972365596,0.0075073616853377975,0.076404999409715,0.04057326086733705,False,True,0.01875134510039112,1785.398,1719.878,0.8429487179487185,0.0011409492494718343,0.0043339323137088215,0.018751345100391115
1782.578,1783.258,1782.388,1783.198,0.03908000006777,1970-01-01 00:00:00.025630706,0.03908000006777,1775.0394000000001,1771.7811000000002,1756.1969500000002,1735.37014,1777.095140457391,1771.2735012689811,1759.755242405527,67.21556886227543,14.007065476895377,12.527317567941848,1.479747908953529,1756.1969500000002,1800.2419454644482,1712.1519545355522,88.08999092889599,0.806516662282261,0.00455746917934019,1.0004881092107891,1.0003478108671824,0.00759823156745031,0.0733909991489782,0.5324903669514097,False,False,0.02434487694865294,1785.398,1719.878,0.9664224664224692,-0.001232218250496464,0.006434142041022772,0.02434487694865295
1793.068,1794.178,1793.068,1794.158,0.110229999045259,1970-01-01 00:00:00.025630707,0.110229999045259,1781.4954000000002,1775.2661,1759.2956,1737.14414,1782.7827603052754,1775.4343559037095,1763.0415970827519,66.95883324951495,14.962777919503651,13.01441080461079,1.9483671148928607,1759.2956,1804.9193534135118,1713.671846586488,91.2475068270237,0.8820641375559776,0.006146260819045235,1.0006190506996946,1.0006078966330334,0.0072468496391590006,0.07264799923505051,1.5173163776832037,False,False,0.035777356344732204,1794.178,1719.878,0.9997308209959594,0.01832135936767476,0.019808924872734,0.035777356344732114
1811.448,1811.538,1810.755,1810.855,0.0799499993227073,1970-01-01 00:00:00.025630708,0.0799499993227073,1788.0154000000002,1781.1040999999998,1763.8434499999998,1739.41208,1792.140173537232,1781.8745194675607,1767.6077016533543,68.16574027286504,16.859415475598553,13.783413211924293,3.07600226367426,1763.8434499999998,1811.0379963150594,1716.6489036849403,94.3890926301192,0.9980612557027481,0.009306315274351551,1.0004324163125327,0.9996726375805433,0.007259896788012362,0.06972499930561754,1.1466475456280996,True,False,0.05288511295437294,1811.538,1723.095,0.9922775120699209,0.018332578848365255,0.033312886061142244,0.05288511295437304
