open,high,low,close,Volume,timestamp,price_range,body_size,upper_shadow,lower_shadow,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,price_above_sma20,price_above_ema20,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,volatility,atr,momentum_1,momentum_3,momentum_5,momentum_10,volume_sma,volume_ratio,price_volume,wave_trend,wave_strength,support_resistance
1713.708,1714.748,1710.985,1711.815,1.67363997380016,1970-01-01 00:00:00.025630513,3.7630000000001473,1.893000000000029,1.0399999999999636,0.8300000000001546,1708.3334000000002,1706.7442209435803,1702.5057000000002,1704.3558777013425,0.0,1702.7480403140637,0.0,1701.6829547801917,0,1,0.0,1.503217233986561,0.9094386755038206,0.5937785584827404,0.0,0.0,0.0,0.0,0.0,0.0015252678433519407,0.0039923566341038,0.009201112127757982,0.0156758504682879,1.0,1.0,1711.815,0,0.48232058131759353,0
1729.728,1732.808,1729.658,1731.768,1.73970498526614,1970-01-01 00:00:00.025630514,3.150000000000091,2.0399999999999636,1.0399999999999636,0.07000000000016371,1711.0474000000002,1715.150268954859,1705.9877000000001,1709.832769566863,0.0,1706.7013758721741,0.0,1704.7774766199107,0,1,0.0,2.852181291239276,1.3266583138844086,1.5255229773548675,0.0,0.0,0.0,0.0,0.0,0.01165604928102626,0.020224597304879355,0.007897809216399931,0.020519190923941055,1.0,1.0,1731.768,0,0.2978538272516167,0
1743.068,1743.688,1738.578,1741.198,1.98298997649545,1970-01-01 00:00:00.025630515,5.110000000000127,1.8699999999998909,0.6200000000001182,2.6200000000001182,1718.2854,1723.8776894733162,1709.6017,1715.9887998521356,0.0,1711.2157431384574,0.0,1708.2995061666134,0,1,0.0,4.347457659654083,1.9659644072039895,2.3814932524500936,0.0,0.0,0.0,0.0,0.0,0.005445302142088382,0.018716270927821466,0.0212257068588535,0.021195759909633738,1.0,1.0,1741.198,0,0.6035239187448295,0
1749.555,1752.805,1749.515,1752.185,0.479539993306389,1970-01-01 00:00:00.025630517,3.2899999999999636,2.6299999999998818,0.6200000000001182,0.03999999999996362,1729.2348000000002,1733.3458928601926,1714.9614000000001,1722.9918001037554,0.0,1716.3927108938974,0.0,1712.3127173001192,0,1,72.99139414802065,6.046991992575613,2.819718422982679,3.227273569592934,0.0,0.0,0.0,0.0,3.703571428571487,0.006310023328765402,0.023583155890093188,0.03225272439994864,0.03155385531983024,1.0,1.0,1752.185,0,0.7373089097837011,1
1730.915,1731.345,1729.255,1730.385,1.03124998777639,1970-01-01 00:00:00.025630518,2.089999999999918,0.5299999999999727,0.43000000000006366,1.1299999999998818,1733.4702000000002,1732.3566695254217,1719.3411,1724.4057079462698,0.0,1718.1074386588507,0.0,1713.8833429042108,0,1,63.46602813528884,5.957895116851205,3.470242026266904,2.487653090584301,0.0,0.0,0.0,0.0,3.5680714285714754,-0.012441608620094358,-0.0007986058178693911,0.012389949029024017,0.025967811937473773,1.0,1.0,1730.385,0,0.31491294553571714,-1
1743.765,1743.765,1737.448,1738.815,1.63490097524118,1970-01-01 00:00:00.025630519,6.317000000000007,4.9500000000000455,0.0,1.3669999999999618,1738.8702,1734.5127288186914,1723.6018,1727.135670762,0.0,1720.5776486250556,0.0,1715.9514691998388,0,1,62.77001348161071,6.326681415148414,4.058075958275388,2.2686054568730265,0.0,0.0,0.0,0.0,3.845500000000048,0.00487174819476599,-0.001368597942336236,0.015772732450644478,0.025118971258241807,1.0,1.0,1738.815,0,0.4237561568888295,0
1747.145,1748.325,1744.188,1745.845,1.53969998897082,1970-01-01 00:00:00.025630520,4.136999999999944,1.2999999999999545,1.1800000000000637,1.6569999999999254,1741.6856,1738.2939903720974,1726.3665,1730.653435329695,0.0,1723.5210030522846,0.0,1718.3272830345306,0,1,62.52310450914049,6.964467171808792,4.652744956373281,2.311722215435511,0.0,0.0,0.0,0.0,3.989571428571464,0.004042983296095315,-0.0036183393876787484,0.008128686983475797,0.016090695018851076,1.0,1.0,1745.845,0,0.20496386118745974,1
1720.795,1722.818,1717.155,1721.238,2.41127996490104,1970-01-01 00:00:00.025630521,5.663000000000011,0.44299999999998363,1.5799999999999272,3.6400000000001,1737.6936,1732.6048107244803,1727.9895000000001,1728.8940416887153,0.0,1723.2605933769742,0.0,1718.5496617421259,0,0,56.257459222914754,5.8159426762304065,4.8896522426087525,0.926290433621654,0.0,0.0,0.0,0.0,4.151214285714316,-0.014094607482336596,-0.00528610684905384,-0.011463371770470743,0.00951901691956869,1.0,1.0,1721.238,0,0.31163576301657103,-1
1732.985,1734.825,1730.308,1731.878,1.35904997950274,1970-01-01 00:00:00.025630522,4.517000000000053,1.106999999999971,1.8400000000001455,1.5699999999999363,1733.6322,1732.3624311472586,1731.4334999999999,1729.4488335311016,0.0,1724.2253705166747,0.0,1719.5314397526322,0,1,62.606889947891155,5.5450935109731745,5.022657301184809,0.5224362097883652,0.0,0.0,0.0,0.0,4.1002857142857465,0.006181597199225175,-0.003989498595307839,-0.011589529644415397,0.02028940084998676,1.0,1.0,1731.878,0,0.396660909436483,0
1731.735,1732.495,1730.478,1730.835,0.158729997550836,1970-01-01 00:00:00.025630524,2.0169999999998254,0.8999999999998636,0.7599999999999909,0.3569999999999709,1733.7222000000002,1731.853134271339,1733.5962,1729.7055022106047,1716.7299500000001,1724.9531951095196,0.0,1720.3363455103297,1,1,60.12207171128404,5.201435926164777,5.0588300698090825,0.14260585635569445,1757.2872658744122,1676.172634125588,0.6738903289812982,20.278657937205995,4.015785714285731,-0.0006022364161909488,-0.008597555911320831,0.00026005773281667643,0.01265322886389475,1.0,1.0,1730.835,1,0.01067575522815044,0
1724.695,1726.825,1724.228,1725.908,0.848039986914955,1970-01-01 00:00:00.025630525,2.59699999999998,1.2129999999999654,0.9170000000001437,0.46699999999987085,1731.1408,1729.8710254629425,1735.0055,1729.0046850860094,1718.7556,1725.0567929105325,0.0,1720.7207933514792,1,1,52.50350685785531,4.547608509099291,4.955633941381877,-0.40802543228258603,1756.6850295926135,1680.8261704073864,0.5942856256582463,18.964714796306833,3.649142857142887,-0.0028466029401994497,0.0027131634323667164,-0.00742287132328634,0.008232782163960284,1.0,1.0,1725.908,1,0.37890167759780147,0
1713.598,1713.991,1711.498,1712.685,0.734789989124693,1970-01-01 00:00:00.025630526,2.492999999999938,0.9130000000000109,0.3930000000000291,1.1869999999998981,1724.5088,1724.1415845276977,1733.0971999999997,1726.001134115847,1719.5424500000001,1723.732005570921,0.0,1720.1823556538043,0,0,52.49225734821478,3.100272261957798,4.581803221651559,-1.4815309596937611,1756.1985928669767,1682.8863071330236,0.40646247172151245,18.32807143348827,3.6481428571428784,-0.007661474423897419,-0.011082189392093378,-0.01899366782274492,-0.01101937441966827,1.0,1.0,1712.685,1,0.774662295208478,0
1700.758,1702.898,1700.158,1701.598,0.907650013788952,1970-01-01 00:00:00.025630527,2.740000000000009,0.8399999999999181,1.2999999999999545,0.6000000000001364,1720.5808000000002,1716.6263867116895,1729.1372,1721.5198449927796,1719.3694499999997,1721.3896094823303,0.0,1718.9707811031517,0,0,51.320349892721524,1.1878120895180473,3.8989742846176285,-2.7111621950995812,1756.3446942387573,1682.3942057612421,0.25968448125392446,18.48762211937878,3.6267142857142938,-0.006473461261119251,-0.016891846998702942,-0.01141039182263004,-0.02274296202959125,1.0,1.0,1701.598,1,0.3660023784021192,-1
1721.648,1722.565,1720.745,1721.848,1.11296998988837,1970-01-01 00:00:00.025630528,1.8200000000001637,0.20000000000004547,0.7170000000000982,0.90300000000002,1718.5747999999999,1718.367027874101,1726.1035,1721.5799966680138,1720.53245,1721.4376116685146,0.0,1719.1536069839606,1,1,53.806907851145056,1.0805513749498914,3.3326151472766354,-2.252063772326744,1756.1954174561572,1684.8694825438427,0.5184442026819182,17.831483728078624,3.550285714285727,0.011900578162409747,-0.0023523849475174385,-0.005791401010925679,-0.017313811041642313,1.0,1.0,1721.848,-1,0.2193128438549447,0
1729.098,1731.508,1729.055,1729.658,1.51406999544997,1970-01-01 00:00:00.025630529,2.4529999999999745,0.5599999999999454,1.8500000000001364,0.04299999999989268,1718.3394,1722.130834304145,1726.0307999999998,1723.0585211181765,1722.6859499999998,1722.2903575440382,0.0,1719.8052311198583,1,1,55.210639130460144,1.5272748951040285,2.970177847436589,-1.4429029523325605,1754.7371365580498,1690.6347634419499,0.6087643040511551,16.025593279025017,3.4567142857142863,0.00453582430040278,0.009910170288173203,-0.0006800186037375644,-0.0004201377150172547,1.0,1.0,1729.658,-1,0.025802709448287088,0
1739.025,1739.398,1738.605,1739.088,0.160069997713435,1970-01-01 00:00:00.025630531,0.7929999999998927,0.06299999999987449,0.30999999999994543,0.42000000000007276,1720.9754,1727.7833721044474,1726.0581000000002,1725.9888577650531,1724.82995,1724.0181869174062,0.0,1720.9747232875782,1,1,52.277620819694555,2.5192698436114824,2.8797228632568483,-0.3604530196453659,1755.1113802900393,1694.5485197099608,0.7354256364946202,15.140715145019588,3.288357142857129,0.005451944835337397,0.022032230879443837,0.007636560002039605,0.00015700347650549062,1.0,1.0,1739.088,-1,0.2890571104930819,0
1738.578,1738.758,1736.618,1737.208,0.955954985860444,1970-01-01 00:00:00.025630601,2.1400000000001,1.3699999999998909,0.18000000000006366,0.5900000000001455,1725.8799999999999,1730.9249700313933,1725.1943999999999,1728.0377899021796,1725.7804499999997,1725.3646453432339,0.0,1721.9386052236355,1,1,48.69730449772762,3.1294773829874885,2.929794833799031,0.19968254918845751,1756.3771412657313,1695.1837587342682,0.6867448656580596,15.298345632865836,3.07621428571427,-0.001081026377043548,0.008920648047911373,0.014318453188998603,-0.004947174577353608,1.0,1.0,1737.208,1,0.6020285769995215,0
1740.125,1740.598,1736.805,1739.495,1.85158997430699,1970-01-01 00:00:00.025630602,3.7929999999998927,0.6300000000001091,0.47299999999995634,2.689999999999827,1733.4594000000002,1733.7816802081295,1727.0201000000002,1730.128506362623,1727.5048000000002,1726.7973105157992,0.0,1722.960448218986,1,1,45.607294176289734,3.7323303626283177,3.0906130071521356,0.6417173554761821,1757.0411282014036,1697.9684717985967,0.7029737738259222,14.76816410070175,3.1121428571428362,0.0013164802372540585,0.0056872514682093644,0.022271417808436444,0.010606900382166717,1.0,1.0,1739.495,1,0.8799619177505877,1
