DateTime,Open,High,Low,Close,SMA_20,SMA_50,RSI,MACD,MACD_Signal,Signal
2025-01-01 00:56:00,1687.528,1687.635,1687.018,1687.168,1685.8727,1684.88824,72.69155206286717,0.6920944314863391,0.5242480278400649,0
2025-01-01 00:57:00,1687.168,1688.598,1687.158,1688.538,1686.0448500000002,1684.9479,76.27986348122748,0.8019973813727574,0.5797980315624361,0
2025-01-01 00:58:00,1688.448,1688.448,1687.865,1687.865,1686.1823499999998,1684.9947,67.4759577486993,0.8257825853752365,0.6289950365677348,1
2025-01-01 00:59:00,1687.865,1687.865,1686.878,1687.295,1686.2707000000003,1685.0069,66.32573996590601,0.7899379288962791,0.6611836643623722,1
2025-01-01 01:00:00,1687.295,1687.358,1686.768,1686.998,1686.3522,1685.0295,63.298662704307866,0.729352492164935,0.6748174466378533,1
2025-01-01 01:01:00,1686.998,1688.318,1686.875,1687.588,1686.4977,1685.0784999999998,68.309859154928,0.7202635464109335,0.683906675507159,1
2025-01-01 01:02:00,1687.588,1687.588,1685.998,1685.998,1686.5547,1685.09516,48.31763122476453,0.5790120346423464,0.6629277308733252,0
2025-01-01 01:03:00,1686.148,1686.338,1685.608,1686.108,1686.5872,1685.11302,50.75445816186486,0.4704654418796963,0.6244352489124769,0
2025-01-01 01:04:00,1686.128,1686.568,1686.128,1686.248,1686.6172,1685.13008,50.8891928864576,0.39116068226599054,0.5777803121545569,0
2025-01-01 01:05:00,1686.248,1686.638,1685.808,1686.308,1686.6732,1685.16948,50.27700831024904,0.3293290912511111,0.5280900480115739,0
2025-01-01 01:06:00,1686.338,1686.338,1685.768,1685.918,1686.7087,1685.19108,47.35449735449689,0.2461883141374983,0.4717096831168081,0
2025-01-01 01:07:00,1685.958,1686.988,1685.568,1686.598,1686.7892,1685.26308,43.943661971830394,0.2322221583388,0.4238121658462717,0
2025-01-01 01:08:00,1686.608,1687.078,1686.508,1687.018,1686.8277000000003,1685.33214,48.16326530612266,0.25198277926710944,0.38944628146178684,0
2025-01-01 01:09:00,1687.018,1687.018,1686.338,1686.468,1686.8511999999998,1685.4012,43.5963777490299,0.2209021661162751,0.35573745284588143,0
2025-01-01 01:10:00,1686.498,1686.568,1686.208,1686.208,1686.8557,1685.49106,43.76623376623505,0.17337444618169684,0.31926484671177735,0
2025-01-01 01:11:00,1686.208,1686.258,1685.538,1685.678,1686.8262,1685.56546,29.154518950437733,0.0920373963149359,0.2738193518464398,0
2025-01-01 01:12:00,1685.678,1685.928,1685.238,1685.468,1686.7837,1685.6074600000002,31.26465530717556,0.010569626816277378,0.22116940240465785,0
2025-01-01 01:13:00,1685.468,1685.948,1685.328,1685.908,1686.7062,1685.65446,38.93409925003822,-0.018386202121291717,0.17325827827026455,0
2025-01-01 01:14:00,1685.888,1686.388,1684.798,1684.818,1686.5827000000002,1685.65786,34.560906515579674,-0.12756191255266458,0.11309423686164004,0
2025-01-01 01:15:00,1684.818,1685.158,1684.458,1684.848,1686.4522000000002,1685.6768599999998,28.92307692307611,-0.20925431710543307,0.04862452328726538,0
2025-01-01 01:16:00,1684.798,1685.158,1684.648,1684.858,1686.3367000000003,1685.6956600000003,38.414634146340084,-0.2700748712443328,-0.015115357818636703,0
2025-01-01 01:17:00,1684.848,1685.385,1684.848,1685.358,1686.1777000000002,1685.72426,42.93785310734456,-0.2748514883551252,-0.06706258536004073,0
2025-01-01 01:18:00,1685.368,1685.478,1685.168,1685.168,1686.0428499999998,1685.74746,39.925373134326726,-0.29058492858848695,-0.11176705499305446,0
2025-01-01 01:19:00,1685.158,1685.495,1684.908,1685.008,1685.9285,1685.7694600000002,38.095238095238095,-0.3123372199484038,-0.15188108869287795,0
2025-01-01 01:20:00,1685.028,1685.358,1684.855,1685.208,1685.839,1685.7950600000001,43.26375711575103,-0.3098934210868265,-0.18348355561836144,0
2025-01-01 01:21:00,1685.218,1685.405,1685.028,1685.078,1685.7135000000003,1685.82072,33.898305084745274,-0.314799160650864,-0.20974667692184062,-1
2025-01-01 01:22:00,1685.088,1686.065,1684.755,1685.955,1685.71135,1685.8579200000001,39.73343635309863,-0.24520345718201497,-0.21683803303802573,-1
2025-01-01 01:23:00,1685.945,1686.255,1685.465,1685.895,1685.7006999999999,1685.89492,43.88734798378352,-0.19266234846008956,-0.21200289608744663,0
2025-01-01 01:24:00,1685.895,1686.255,1685.765,1685.925,1685.68455,1685.9351199999999,46.82521875700975,-0.14691237065403584,-0.19898479092539478,0
2025-01-01 01:25:00,1685.925,1686.115,1685.368,1685.435,1685.6408999999999,1685.9612600000003,47.24926420647292,-0.1484342361338804,-0.18887467992026508,0
2025-01-01 01:26:00,1685.435,1685.935,1685.415,1685.705,1685.6302499999997,1685.9784600000003,52.6468617377694,-0.1264209649730219,-0.1763839368845339,0
2025-01-01 01:27:00,1685.675,1686.335,1685.505,1685.885,1685.5946,1685.9942600000002,49.7272942850378,-0.09338969208670278,-0.1597850878757641,0
2025-01-01 01:28:00,1685.885,1686.325,1685.885,1685.975,1685.5424500000001,1686.0114599999997,67.98259247746304,-0.059273965114925886,-0.13968286327592558,0
2025-01-01 01:29:00,1685.975,1686.045,1685.748,1685.748,1685.50645,1686.0158600000002,63.18101933216395,-0.049961604926693326,-0.12173861157203641,0
2025-01-01 01:30:00,1685.748,1685.875,1685.185,1685.375,1685.4647999999997,1686.016,56.8440561292041,-0.07182610494578512,-0.11175611023163562,0
2025-01-01 01:31:00,1685.705,1685.755,1685.385,1685.538,1685.4577999999997,1686.0332,52.6162790697685,-0.07514491478741547,-0.10443387113390117,0
2025-01-01 01:32:00,1685.588,1685.848,1685.368,1685.828,1685.4757999999997,1686.0525999999998,59.322033898306934,-0.053771482415186256,-0.09430139338031616,0
2025-01-01 01:33:00,1685.878,1686.008,1685.575,1685.585,1685.45965,1686.05514,57.96301407673236,-0.055784841995773604,-0.08659808309742165,0
2025-01-01 01:34:00,1685.588,1686.385,1685.588,1686.125,1685.525,1686.06468,61.569518041887164,-0.013676260983856992,-0.0720137186656423,0
2025-01-01 01:35:00,1686.135,1686.375,1685.785,1685.785,1685.5718499999998,1686.07662,58.471123891686844,-0.007636512518274685,-0.05913827742976552,0
2025-01-01 01:36:00,1685.785,1686.155,1685.615,1686.115,1685.6347,1686.09476,52.20628792057506,0.02349326922239925,-0.042611968092757434,0
2025-01-01 01:37:00,1686.105,1686.585,1685.885,1685.965,1685.66505,1686.1143000000002,50.94187298169999,0.03565487242622112,-0.026958599983979464,0
2025-01-01 01:38:00,1685.965,1686.385,1685.805,1685.995,1685.7063999999998,1686.10924,50.94187298169999,0.04716885496395662,-0.012133108990617243,0
2025-01-01 01:39:00,1686.005,1686.325,1685.425,1685.785,1685.74525,1686.1049800000003,55.093131548314766,0.03890709414963567,-0.0019250683604872473,0
2025-01-01 01:40:00,1685.785,1686.165,1685.728,1685.845,1685.7771,1686.0995200000002,52.169869807813456,0.03677527743798237,0.005815000800468017,0
2025-01-01 01:41:00,1685.875,1686.165,1685.765,1685.905,1685.81845,1686.0922600000004,50.32195750160956,0.039470534689598935,0.012546107579171734,0
2025-01-01 01:42:00,1685.905,1686.215,1685.728,1686.175,1685.82945,1686.0893999999998,53.04321363359835,0.06266360593576792,0.02256960725153638,0
2025-01-01 01:43:00,1686.175,1687.205,1686.045,1686.925,1685.88095,1686.07874,65.45024940929453,0.13993108431895962,0.046041902666979474,0
2025-01-01 01:44:00,1686.955,1687.945,1686.865,1687.555,1685.9624499999998,1686.0840799999999,76.80767338908376,0.24911529464156956,0.0866565810646085,0
2025-01-01 01:45:00,1687.555,1687.755,1686.918,1687.088,1686.0451,1686.0766799999997,67.73455377574456,0.2945754886504801,0.12824036258400337,0
2025-01-01 01:46:00,1687.038,1687.058,1686.918,1686.918,1686.10575,1686.07168,62.82352941176443,0.31327730211273774,0.1652477504913312,1
2025-01-01 01:47:00,1686.918,1687.005,1686.918,1686.918,1686.1574,1686.0392800000002,66.63339156476056,0.32435943216910346,0.1970700868279732,1
2025-01-01 01:48:00,1686.918,1687.105,1686.918,1686.918,1686.20455,1686.0203399999998,61.43640034611944,0.3293454578658839,0.22352516103627862,1
2025-01-01 01:49:00,1686.918,1687.655,1686.918,1686.918,1686.26305,1686.0128,68.11640550047694,0.32949853417130726,0.24471983566374791,1
2025-01-01 01:50:00,1686.918,1688.255,1686.918,1687.815,1686.38505,1686.0291399999999,73.0102869518132,0.39740598539924576,0.2752570656113818,0
2025-01-01 01:51:00,1687.835,1688.255,1687.195,1687.235,1686.4699,1686.0220800000002,65.39767216294743,0.3998206961791766,0.3001697917252895,1
2025-01-01 01:52:00,1687.275,1687.585,1686.918,1687.155,1686.5362499999999,1686.04522,63.89554384283691,0.39077530759050205,0.31829089489853496,1
2025-01-01 01:53:00,1687.155,1687.495,1686.918,1686.918,1686.6028999999999,1686.0614200000002,63.48488455129353,0.36033182825872245,0.3266990815706478,1
2025-01-01 01:54:00,1686.975,1686.985,1686.918,1686.918,1686.6425499999998,1686.0748199999998,62.955807775896254,0.3323737061898555,0.3278340064944975,1
2025-01-01 01:55:00,1686.918,1687.055,1686.918,1686.918,1686.6991999999998,1686.08702,62.411173731925686,0.30668141921682945,0.32360348903893965,0
2025-01-01 01:56:00,1686.918,1686.985,1686.295,1686.685,1686.7277000000001,1686.10236,56.305637982194874,0.26447238066680256,0.311777267364458,0
2025-01-01 01:57:00,1686.665,1687.135,1686.605,1687.005,1686.7796999999998,1686.1105000000002,51.106806862204465,0.25391305332027514,0.300204424555579,0
2025-01-01 01:58:00,1686.995,1687.715,1686.855,1687.235,1686.8416999999997,1686.11484,45.021779713750405,0.26109222807986043,0.2923819852604123,0
2025-01-01 01:59:00,1687.235,1687.635,1687.115,1687.275,1686.9162000000001,1686.13098,53.35486185863102,0.26693207127004825,0.2872920024623275,0
2025-01-01 02:00:00,1687.295,1687.625,1686.575,1687.275,1686.9877000000001,1686.15232,56.82078716087393,0.26846543948249746,0.2835266898663544,0
2025-01-01 02:01:00,1687.275,1687.575,1686.725,1686.785,1687.0317,1686.17446,47.85967170904743,0.22752203729896792,0.27232575935286024,0
2025-01-01 02:02:00,1686.795,1687.455,1686.795,1687.095,1687.0776999999998,1686.2069999999999,52.58999122037043,0.2175785959195764,0.2613763266661903,0
2025-01-01 02:03:00,1687.095,1687.905,1687.065,1687.265,1687.0947,1686.2341399999998,54.836911067746925,0.22086895286520303,0.2532748519059851,0
2025-01-01 02:04:00,1687.265,1687.675,1687.218,1687.305,1687.0822,1686.28388,40.659340659341666,0.22412050188995636,0.24744398190277483,0
2025-01-01 02:05:00,1687.305,1687.815,1686.588,1687.165,1687.08605,1686.33022,48.471615720525534,0.21294645259786193,0.240544476041788,0
2025-01-01 02:06:00,1687.175,1688.015,1687.135,1687.448,1687.1125500000003,1686.38202,55.876454071401405,0.2243394060508308,0.23730346204359495,0
2025-01-01 02:07:00,1687.448,1687.775,1686.875,1686.965,1687.1149,1686.41416,50.857977364001776,0.1921808794629669,0.2282789455274658,0
2025-01-01 02:08:00,1686.965,1687.865,1686.965,1687.385,1687.13825,1686.4584999999997,57.39157961380208,0.19829811140243692,0.2222827787024581,0
2025-01-01 02:09:00,1687.385,1687.685,1686.825,1686.935,1687.1390999999999,1686.49704,50.23552230534843,0.16493505889957305,0.21081323474187819,0
2025-01-01 02:10:00,1686.955,1687.595,1686.675,1686.895,1687.0931,1686.5307799999998,53.07377049180325,0.13372555548539822,0.1953956988905791,0
2025-01-01 02:11:00,1686.895,1687.435,1686.635,1686.665,1687.0646000000002,1686.5625200000002,44.888755261574005,0.08940281146692541,0.17419712140584492,0
2025-01-01 02:12:00,1686.675,1686.955,1686.615,1686.715,1687.0426,1686.57772,41.735537190084614,0.05764666012805719,0.15088702915028437,0
2025-01-01 02:13:00,1686.725,1686.955,1686.395,1686.595,1687.02645,1686.59172,39.4606323620584,0.02253719488498973,0.1252170622972228,0
2025-01-01 02:14:00,1686.595,1686.605,1686.075,1686.185,1686.9898,1686.5969200000002,35.01100110010975,-0.037932664895379276,0.09258711685869968,0
2025-01-01 02:15:00,1686.515,1687.115,1686.185,1686.545,1686.97115,1686.6191199999998,46.57729606389087,-0.056159846845503125,0.06283772411785715,0
2025-01-01 02:16:00,1686.535,1686.755,1686.105,1686.515,1686.96265,1686.6353199999999,41.01053936764065,-0.07219350094987931,0.035831479104308436,0
2025-01-01 02:17:00,1686.515,1686.765,1686.058,1686.165,1686.92065,1686.64092,33.85202583675965,-0.11185235107313929,0.006294713068817651,0
2025-01-01 02:18:00,1686.165,1686.865,1686.155,1686.395,1686.8786499999999,1686.64932,37.34705228031273,-0.12330222289551784,-0.019624674124050313,0
2025-01-01 02:19:00,1686.395,1686.765,1686.325,1686.425,1686.8361499999999,1686.66286,39.38611589214156,-0.12847464403785125,-0.04139466810681108,0
2025-01-01 02:20:00,1686.375,1687.265,1686.165,1686.845,1686.8146499999998,1686.69226,41.67816726469801,-0.09755933628480307,-0.05262760174240971,0
2025-01-01 02:21:00,1686.845,1687.215,1686.845,1686.955,1686.8231499999997,1686.7205999999999,49.846153846153996,-0.06345137366361087,-0.054792356126649976,0
2025-01-01 02:22:00,1686.955,1687.265,1686.845,1686.945,1686.8156499999998,1686.7429399999999,42.25352112676,-0.03680323039998257,-0.05119453098131643,1
2025-01-01 02:23:00,1686.945,1687.495,1686.558,1687.305,1686.8176499999997,1686.7773399999999,56.72727272727432,0.013211890200182097,-0.038313246745016585,1
2025-01-01 02:24:00,1687.305,1687.755,1687.115,1687.115,1686.80815,1686.7971400000001,53.793103448275915,0.037090461342813796,-0.02323250512745038,1
2025-01-01 02:25:00,1687.125,1687.245,1686.925,1687.005,1686.8001500000003,1686.82154,56.11510791367124,0.046601235096659366,-0.009265757082628336,0
2025-01-01 02:26:00,1686.965,1687.235,1686.945,1687.055,1686.7805,1686.8403400000002,56.11510791367124,0.05751018449177536,0.004089431232252475,0
2025-01-01 02:27:00,1687.055,1687.055,1686.575,1686.885,1686.7765,1686.85874,55.12367491165944,0.05184058195959551,0.013639661377721124,0
2025-01-01 02:28:00,1686.885,1687.265,1686.785,1687.065,1686.7604999999999,1686.88014,66.92307692307665,0.061166644223476396,0.023145057946872213,0
2025-01-01 02:29:00,1687.075,1687.465,1686.985,1687.275,1686.7775000000001,1686.9099399999998,64.89795918367219,0.08452831648492065,0.03542170965448193,0
2025-01-01 02:30:00,1687.275,1687.675,1687.225,1687.268,1686.7961500000001,1686.9384,65.51297898639919,0.10130993210145789,0.04859935414387715,0
2025-01-01 02:31:00,1687.345,1687.465,1687.268,1687.268,1686.8263,1686.9656599999998,76.55272026961833,0.11330338962761743,0.06154016124062523,0
2025-01-01 02:32:00,1687.268,1687.755,1687.135,1687.135,1686.8473000000001,1686.98486,68.6868686868666,0.11079915325376533,0.07139195964325326,0
2025-01-01 02:33:00,1687.135,1687.705,1687.135,1687.415,1686.8882999999998,1686.99466,72.19730941703811,0.12991050966456896,0.08309566964751641,0
2025-01-01 02:34:00,1687.418,1687.755,1687.235,1687.445,1686.9513,1686.99246,66.30434782608319,0.1457964780124712,0.09563583132050738,0
2025-01-01 02:35:00,1687.475,1688.045,1687.475,1687.595,1687.0038,1687.0026,67.0212765957443,0.16854699282657748,0.11021806362172139,1
2025-01-01 02:36:00,1687.598,1688.095,1687.198,1687.308,1687.04345,1687.0104000000001,58.41446453407494,0.16155623726604063,0.12048569835058522,1
2025-01-01 02:37:00,1687.308,1687.315,1686.758,1686.918,1687.0810999999999,1687.0104,41.15226337448311,0.12312709191041904,0.12101397706255199,1
2025-01-01 02:38:00,1686.928,1687.165,1686.748,1686.935,1687.1081,1687.0107400000002,45.5312810327698,0.09297174939047181,0.11540553152813597,0
2025-01-01 02:39:00,1686.945,1688.145,1686.905,1687.885,1687.1810999999998,1687.03008,65.41695865451521,0.1440694220871137,0.12113830963993152,1
2025-01-01 02:40:00,1687.885,1688.405,1687.885,1688.085,1687.2431000000001,1687.03548,67.14380825565532,0.19841574578094878,0.136593796868135,1
2025-01-01 02:41:00,1688.085,1688.405,1688.085,1688.385,1687.3146000000002,1687.05848,73.93107849393388,0.26266516131045137,0.16180806975659828,0
2025-01-01 02:42:00,1688.385,1688.785,1688.385,1688.675,1687.4010999999998,1687.08888,74.81504315659242,0.33314351009494203,0.19607515782426707,0
2025-01-01 02:43:00,1688.695,1689.635,1688.695,1689.385,1687.5050999999999,1687.1382199999998,78.17841880341469,0.44120308137144093,0.24510074253370187,0
2025-01-01 02:44:00,1689.385,1689.515,1689.195,1689.495,1687.6241000000002,1687.18976,78.94463218091684,0.5296120817142764,0.3020030103698168,0
2025-01-01 02:45:00,1689.495,1689.565,1689.128,1689.235,1687.7356,1687.2360999999999,73.94691989286311,0.5721022359928156,0.3560228554944166,0
2025-01-01 02:46:00,1689.255,1689.355,1689.155,1689.285,1687.8471000000002,1687.2881,76.71471172962111,0.6028611499489216,0.40539051438531765,0
2025-01-01 02:47:00,1689.295,1689.635,1689.265,1689.625,1687.9841000000001,1687.3404999999998,77.05680705190844,0.6472122444274646,0.4537548603937472,0
2025-01-01 02:48:00,1689.655,1689.795,1689.655,1689.795,1688.1205999999997,1687.3917,77.8172348484839,0.6881458366349307,0.5006330556419839,0
2025-01-01 02:49:00,1689.795,1689.865,1689.318,1689.765,1688.2451,1687.4415,76.43762183235782,0.7099810360143692,0.542502651716461,0
2025-01-01 02:50:00,1689.755,1690.118,1689.645,1689.765,1688.3699499999998,1687.4913000000001,82.18496201205078,0.7189974312202594,0.5778016076172207,0
2025-01-01 02:51:00,1689.765,1689.785,1689.505,1689.655,1688.4893,1687.5487,88.69098105739154,0.7090929389858047,0.6040598738909375,0
2025-01-01 02:52:00,1689.655,1689.715,1689.575,1689.645,1688.6148,1687.5997,88.38526912181138,0.6924544565190445,0.621738790416559,0
2025-01-01 02:53:00,1689.675,1689.708,1689.525,1689.708,1688.72945,1687.64856,84.48732500945735,0.676553021862901,0.6327016367058275,0
2025-01-01 02:54:00,1689.725,1690.338,1689.725,1690.198,1688.8671,1687.70642,86.02113876576709,0.6954728932198577,0.6452558880086335,0
2025-01-01 02:55:00,1690.218,1690.258,1689.738,1689.888,1688.9817499999997,1687.7608799999998,75.53516819571365,0.6776412207923386,0.6517329545653746,0
2025-01-01 02:56:00,1689.898,1689.938,1689.518,1689.608,1689.09675,1687.8040799999999,65.90521650187266,0.63361197180825,0.6481087580139497,0
2025-01-01 02:57:00,1689.505,1689.628,1689.315,1689.365,1689.2190999999998,1687.8520800000001,49.59448499594528,0.5725108762926538,0.6329891816696906,0
2025-01-01 02:58:00,1689.395,1689.435,1689.175,1689.225,1689.3336,1687.88888,44.5913461538477,0.5069472263373882,0.6077807906032302,0
2025-01-01 02:59:00,1689.205,1689.305,1689.085,1689.175,1689.3980999999999,1687.9336799999999,48.687664041996236,0.44581391728797826,0.5753874159401798,0
2025-01-01 03:00:00,1689.175,1689.205,1689.085,1689.125,1689.4501,1687.97828,46.50043744531798,0.38884834874806984,0.5380796025017579,0
2025-01-01 03:01:00,1689.125,1689.145,1688.965,1689.015,1689.4815999999998,1688.0252799999998,35.16536964980982,0.33101096293785304,0.49666587458897693,0
2025-01-01 03:02:00,1689.015,1689.145,1689.015,1689.145,1689.5050999999999,1688.0738800000001,33.87896825396662,0.29229493006005214,0.45579168568319195,0
2025-01-01 03:03:00,1689.145,1689.185,1689.085,1689.095,1689.4905999999999,1688.12388,33.54616895874132,0.2546422580505805,0.4155618001566697,0
2025-01-01 03:04:00,1689.125,1689.125,1689.035,1689.085,1689.4701,1688.1818799999999,33.382209188659644,0.2214426749080758,0.37673797510695095,0
2025-01-01 03:05:00,1689.095,1689.165,1688.985,1688.995,1689.4581000000003,1688.23088,33.71174728528973,0.1857285590738229,0.33853609190032535,0
2025-01-01 03:06:00,1688.978,1688.978,1688.825,1688.845,1689.4361000000001,1688.2774800000002,31.532779316713373,0.1436650437026401,0.29956188226078834,0
2025-01-01 03:07:00,1688.845,1689.335,1688.845,1689.335,1689.4216000000001,1688.34088,42.80755881218532,0.14816038984486113,0.2692815837776029,0
2025-01-01 03:08:00,1689.335,1689.435,1689.335,1689.365,1689.4001,1688.4002800000003,30.473511486166018,0.1523871083729773,0.2459026886966778,0
